M3.4.2,2017-01-31,v2.01, 8, 0.006748,
M3.4.2,2017-01-31,v2.01, 10, 0.001350,
M3.5,2017-01-31,v2.01, , 0.655473,
M3.6,2017-01-31,v2.01, , 0.146766,
M3.7,2017-01-31,v2.01, -- NONE --, 0.298633,
M3.7,2017-01-31,v2.01, -- OTHERS --, 0.044875,
M3.7,2017-01-31,v2.01, RGA, 0.012528,
M3.7,2017-01-31,v2.01, COM, 0.010934,
M3.7,2017-01-31,v2.01, CN, 0.005467,
M3.7,2017-01-31,v2.01, INF, 0.003417,
M3.7,2017-01-31,v2.01, HITRONHUB, 0.002733,
M3.7,2017-01-31,v2.01, PKITA, 0.002278,
M3.7,2017-01-31,v2.01, NET, 0.001595,
M3.7,2017-01-31,v2.01, EC2, 0.001367,
M3.7,2017-01-31,v2.01, -- NUMBER --, 0.001139,
M3.7,2017-01-31,v2.01, _TCP, 0.001139,
M3.8,2017-01-31,v2.01, , 0.099502,
M3.9,2017-01-31,v2.01, , 0.283371,
M3.10,2017-01-31,v2.01,0, 0.042701,
M3.10,2017-01-31,v2.01,1, 0.316083,
M3.10,2017-01-31,v2.01,2, 0.102576,
M3.10,2017-01-31,v2.01,3, 0.271757,
M3.10,2017-01-31,v2.01,4, 0.186354,
M3.10,2017-01-31,v2.01,5, 0.030866,
M3.10,2017-01-31,v2.01,6, 0.027849,
M3.10,2017-01-31,v2.01,7, 0.012300,
M3.10,2017-01-31,v2.01,8, 0.006266,
M3.10,2017-01-31,v2.01,9, 0.001857,
M3.10,2017-01-31,v2.01,10, 0.000232,
M3.10,2017-01-31,v2.01,11, 0.000464,
M3.10,2017-01-31,v2.01,12, 0.000464,
M3.10,2017-01-31,v2.01,13, 0.000000,
M3.10,2017-01-31,v2.01,14, 0.000000,
M3.10,2017-01-31,v2.01,15, 0.000000,
M3.10,2017-01-31,v2.01,16, 0.000000,
M3.10,2017-01-31,v2.01,17, 0.000000,
M3.10,2017-01-31,v2.01,18, 0.000000,
M3.10,2017-01-31,v2.01,19, 0.000000,
M3.10,2017-01-31,v2.01,20, 0.000000,
M3.10,2017-01-31,v2.01,21, 0.000000,
M3.10,2017-01-31,v2.01,22, 0.000000,
M3.10,2017-01-31,v2.01,23, 0.000000,
M3.10,2017-01-31,v2.01,24, 0.000000,
M3.10,2017-01-31,v2.01,25, 0.000000,
M3.10,2017-01-31,v2.01,26, 0.000000,
M3.10,2017-01-31,v2.01,27, 0.000000,
M3.10,2017-01-31,v2.01,28, 0.000000,
M3.10,2017-01-31,v2.01,29, 0.000000,
M3.10,2017-01-31,v2.01,30, 0.000000,
M3.10,2017-01-31,v2.01,31, 0.000000,
M3.10,2017-01-31,v2.01,32, 0.000000,
M3.10,2017-01-31,v2.01,33, 0.000000,
M3.10,2017-01-31,v2.01,34, 0.000232,
M4.1,2017-01-31,v2.01, , 0.364026,
M4.2,2017-01-31,v2.01, LOCAL, 0.109208,
M4.2,2017-01-31,v2.01, INVALID, 0.006424,
M4.2,2017-01-31,v2.01, LOCALHOST, 0.006424,
M4.3,2017-01-31,v2.01, -- NUMBER --, 0.029979,
M4.3,2017-01-31,v2.01, HOME, 0.010707,
M4.3,2017-01-31,v2.01, -- SYNTAX --, 0.004283,
M4.3,2017-01-31,v2.01, DOMAINNAME, 0.004283,
M4.3,2017-01-31,v2.01, ENTERPRISE, 0.004283,
M4.3,2017-01-31,v2.01, LOCALDOMAIN, 0.004283,
M4.3,2017-01-31,v2.01, OJSHVJVD, 0.004283,
M4.3,2017-01-31,v2.01, STAFF, 0.004283,
M4.3,2017-01-31,v2.01, TELUS, 0.004283,
M4.3,2017-01-31,v2.01, WFMUGOBZN, 0.004283,
M4.3,2017-01-31,v2.01, ZMLQOGSDVEFJCVB, 0.004283,
M4.3,2017-01-31,v2.01, ZQVWVTWCYFNW, 0.004283,
M4.3,2017-01-31,v2.01, 115POS1, 0.002141,
M4.3,2017-01-31,v2.01, AEXPSAJEB, 0.002141,
M4.3,2017-01-31,v2.01, AGI, 0.002141,
M4.3,2017-01-31,v2.01, AKZFKIMDVUSO, 0.002141,
M4.3,2017-01-31,v2.01, ASPCBYDIM, 0.002141,
M4.3,2017-01-31,v2.01, ASZXMSJX, 0.002141,
M4.3,2017-01-31,v2.01, ASZZAPYOVKOPZZN, 0.002141,
M4.3,2017-01-31,v2.01, ATHPXFTXRZIV, 0.002141,
M4.3,2017-01-31,v2.01, AXCXQLIWHXGVF, 0.002141,
M4.3,2017-01-31,v2.01, AXHXBOZBIP, 0.002141,
M4.3,2017-01-31,v2.01, BAGKALCAIGAZ, 0.002141,
M4.3,2017-01-31,v2.01, BBTIRPQ, 0.002141,
M4.3,2017-01-31,v2.01, BCAGYFTQJOQOQV, 0.002141,
M4.3,2017-01-31,v2.01, BELKIN, 0.002141,
M4.3,2017-01-31,v2.01, BHJOMZFOS, 0.002141,
M4.3,2017-01-31,v2.01, BIDUWBTRXNLW, 0.002141,
M4.3,2017-01-31,v2.01, BIMNMADZMXKLS, 0.002141,
M4.3,2017-01-31,v2.01, BJUKIAFHHVTEDM, 0.002141,
M4.3,2017-01-31,v2.01, BLPXWKU, 0.002141,
M4.3,2017-01-31,v2.01, BRMSHZQFRDJA, 0.002141,
M4.3,2017-01-31,v2.01, BSPFVWR, 0.002141,
M4.3,2017-01-31,v2.01, BTHTQVTDVVUR, 0.002141,
M4.3,2017-01-31,v2.01, BVVSBTZBPOLASN, 0.002141,
M4.3,2017-01-31,v2.01, BXSSTRVJLRXB, 0.002141,
M4.3,2017-01-31,v2.01, CAMGCAUTBPBR, 0.002141,
M4.3,2017-01-31,v2.01, CBHIQUDZDA, 0.002141,
M4.3,2017-01-31,v2.01, CEDB1T, 0.002141,
M4.3,2017-01-31,v2.01, CEDDMCUHCDCBGM, 0.002141,
M4.3,2017-01-31,v2.01, CKIAOGUAKZWPKE, 0.002141,
M4.3,2017-01-31,v2.01, CMESMOVRXRZW, 0.002141,
M4.3,2017-01-31,v2.01, CNOLZCKCH, 0.002141,
M4.3,2017-01-31,v2.01, CORP, 0.002141,
M4.3,2017-01-31,v2.01, CRC, 0.002141,
M4.3,2017-01-31,v2.01, CTTUIWZRNGSU, 0.002141,
M4.3,2017-01-31,v2.01, CUZRKXVSW, 0.002141,
M4.3,2017-01-31,v2.01, DCA, 0.002141,
M4.3,2017-01-31,v2.01, DIYTRIESN, 0.002141,
M4.3,2017-01-31,v2.01, DJIKIHCUE, 0.002141,
M4.3,2017-01-31,v2.01, DJJWLTVNSQJJQIO, 0.002141,
M4.3,2017-01-31,v2.01, DOMAIN, 0.002141,
M4.3,2017-01-31,v2.01, DS, 0.002141,
M4.3,2017-01-31,v2.01, EAYVDHOQO, 0.002141,
M4.3,2017-01-31,v2.01, ECPWCCONBYL, 0.002141,
M4.3,2017-01-31,v2.01, EICPAMZFUZG, 0.002141,
M4.3,2017-01-31,v2.01, EKQXTYMDRJT, 0.002141,
M4.3,2017-01-31,v2.01, ELLFPNCVGFHCQO, 0.002141,
M4.3,2017-01-31,v2.01, EPEDPHT, 0.002141,
M4.3,2017-01-31,v2.01, EPETMVCCLLVALLK, 0.002141,
M4.3,2017-01-31,v2.01, EQGOJIMS, 0.002141,
M4.3,2017-01-31,v2.01, ESERVERS, 0.002141,
M4.3,2017-01-31,v2.01, FFGQTOEPOP, 0.002141,
M4.3,2017-01-31,v2.01, FHPRZPQ, 0.002141,
M4.3,2017-01-31,v2.01, FLWEAKUVASPQQA, 0.002141,
M4.3,2017-01-31,v2.01, FMOVIES, 0.002141,
M4.3,2017-01-31,v2.01, FTY, 0.002141,
M4.3,2017-01-31,v2.01, GFWPSFQM, 0.002141,
M4.3,2017-01-31,v2.01, GLSJASX, 0.002141,
M4.3,2017-01-31,v2.01, GMDFYLKZNHXGBMF, 0.002141,
M4.3,2017-01-31,v2.01, GPMLDVCDSYYEIS, 0.002141,
M4.3,2017-01-31,v2.01, GQDKGXQGMNDD, 0.002141,
M4.3,2017-01-31,v2.01, GQKQSXTEBGDAB, 0.002141,
M4.3,2017-01-31,v2.01, GTXTISEWCIKDCPK, 0.002141,
M4.3,2017-01-31,v2.01, GTZPLQVIC, 0.002141,
M4.3,2017-01-31,v2.01, GUEST, 0.002141,
M4.3,2017-01-31,v2.01, GVQIUBBU, 0.002141,
M4.3,2017-01-31,v2.01, HEYKEKYYX, 0.002141,
M4.3,2017-01-31,v2.01, HOLA, 0.002141,
M4.3,2017-01-31,v2.01, HRCVEFVBRW, 0.002141,
M4.3,2017-01-31,v2.01, IFFWZOZRZ, 0.002141,
M4.3,2017-01-31,v2.01, IIXZITZTKVHN, 0.002141,
M4.3,2017-01-31,v2.01, INTERNAL, 0.002141,
M4.3,2017-01-31,v2.01, IP, 0.002141,
M4.3,2017-01-31,v2.01, IPGBLHK, 0.002141,
M4.3,2017-01-31,v2.01, ISCSVTCRYTH, 0.002141,
M4.3,2017-01-31,v2.01, ISMJZMZBSGCPZA, 0.002141,
M4.3,2017-01-31,v2.01, IUDLHTIAQGTC, 0.002141,
M4.3,2017-01-31,v2.01, IZHGPHYVMHZYJP, 0.002141,
M4.3,2017-01-31,v2.01, JAJBVKVBREFBKEC, 0.002141,
M4.3,2017-01-31,v2.01, JHRWXPAE, 0.002141,
M4.3,2017-01-31,v2.01, JPRKLDYSROYROAT, 0.002141,
M4.3,2017-01-31,v2.01, JRTQXBDIUTD, 0.002141,
M4.3,2017-01-31,v2.01, JUCINMQMUMJ, 0.002141,
M4.3,2017-01-31,v2.01, JWZQKQVSZO, 0.002141,
M4.3,2017-01-31,v2.01, KBIYQLL, 0.002141,
M4.3,2017-01-31,v2.01, KBXFWZVMWJC, 0.002141,
M4.3,2017-01-31,v2.01, KBZMFNPJSKREN, 0.002141,
M4.3,2017-01-31,v2.01, KKVYEDYD, 0.002141,
M4.3,2017-01-31,v2.01, KLPOWMSLEHQUII, 0.002141,
M4.3,2017-01-31,v2.01, KWOJQKOO, 0.002141,
M4.3,2017-01-31,v2.01, LBSDORP, 0.002141,
M4.3,2017-01-31,v2.01, LCTRZXY, 0.002141,
M4.3,2017-01-31,v2.01, LDSRPNNGC, 0.002141,
M4.3,2017-01-31,v2.01, LFOGLLIM, 0.002141,
M4.3,2017-01-31,v2.01, LGHYDTU, 0.002141,
M4.3,2017-01-31,v2.01, LGHYZSTITCXK, 0.002141,
M4.3,2017-01-31,v2.01, LOGO_MADDEN_LOGO_PVRTC, 0.002141,
M4.3,2017-01-31,v2.01, LWGNTRPLNFCHM, 0.002141,
M4.3,2017-01-31,v2.01, LZZBVNONOFIZSLK, 0.002141,
M4.3,2017-01-31,v2.01, MLRMLXGVYC, 0.002141,
M4.3,2017-01-31,v2.01, MMHHXUT, 0.002141,
M4.3,2017-01-31,v2.01, MVR2, 0.002141,
M4.3,2017-01-31,v2.01, MWUYPSWAFOAHTM, 0.002141,
M4.3,2017-01-31,v2.01, MXUMQLRKL, 0.002141,
M4.3,2017-01-31,v2.01, MYMAX, 0.002141,
M4.3,2017-01-31,v2.01, NEOBQDFIWBBCNC, 0.002141,
M4.3,2017-01-31,v2.01, NESQSZYYUQ, 0.002141,
M4.3,2017-01-31,v2.01, NJFOHIEOD, 0.002141,
M4.3,2017-01-31,v2.01, NN, 0.002141,
M4.3,2017-01-31,v2.01, NWOARQTHOBHN, 0.002141,
M4.3,2017-01-31,v2.01, NYQENBDVCD, 0.002141,
M4.3,2017-01-31,v2.01, OANQWWZ, 0.002141,
M4.3,2017-01-31,v2.01, PBEDPLPS, 0.002141,
M4.3,2017-01-31,v2.01, PCBDAAKSTH, 0.002141,
M4.3,2017-01-31,v2.01, PEGXRHDTW, 0.002141,
M4.3,2017-01-31,v2.01, PEXHFSN, 0.002141,
M4.3,2017-01-31,v2.01, PFJGCFEGEYFH, 0.002141,
M4.3,2017-01-31,v2.01, PHBIVPAHRX, 0.002141,
M4.3,2017-01-31,v2.01, PIAUFDGOHLICNTP, 0.002141,
M4.3,2017-01-31,v2.01, PPSPNS01, 0.002141,
M4.3,2017-01-31,v2.01, PRD, 0.002141,
M4.3,2017-01-31,v2.01, PSKWKVQRG, 0.002141,
M4.3,2017-01-31,v2.01, PSUDDIKX, 0.002141,
M4.3,2017-01-31,v2.01, PTUKUYGIJZ, 0.002141,
M4.3,2017-01-31,v2.01, PVSMADWFCGJCEA, 0.002141,
M4.3,2017-01-31,v2.01, PYROYCICWCHOF, 0.002141,
M4.3,2017-01-31,v2.01, QGSTBBQIRCLZUXI, 0.002141,
M4.3,2017-01-31,v2.01, QINICLXFXAA, 0.002141,
M4.3,2017-01-31,v2.01, QKJVMHSWMAF, 0.002141,
M4.3,2017-01-31,v2.01, QNIRNIUFGUAZU, 0.002141,
M4.3,2017-01-31,v2.01, QSFIPNNJUWQZ, 0.002141,
M4.3,2017-01-31,v2.01, QUMIUZIMKNDMQ, 0.002141,
M4.3,2017-01-31,v2.01, QVSFFFEQPG, 0.002141,
M4.3,2017-01-31,v2.01, QWMWLDFB, 0.002141,
M4.3,2017-01-31,v2.01, QWUYLWNMYJC, 0.002141,
M4.3,2017-01-31,v2.01, QYUKHKRT, 0.002141,
M4.3,2017-01-31,v2.01, RBNJHJQIYOU, 0.002141,
M4.3,2017-01-31,v2.01, RBRFHILW, 0.002141,
M4.3,2017-01-31,v2.01, REBMVOHYVSKQN, 0.002141,
M4.3,2017-01-31,v2.01, RHFRFCKUWRAPU, 0.002141,
M4.3,2017-01-31,v2.01, ROLLYIO, 0.002141,
M4.3,2017-01-31,v2.01, RPGDBORX, 0.002141,
M4.3,2017-01-31,v2.01, RUHNMKHSWSSV, 0.002141,
M4.3,2017-01-31,v2.01, SBMGXCXDSGYCUZ, 0.002141,
M4.3,2017-01-31,v2.01, SEM, 0.002141,
M4.3,2017-01-31,v2.01, SRWTIBEGSWQUA, 0.002141,
M4.3,2017-01-31,v2.01, SURENTING, 0.002141,
M4.3,2017-01-31,v2.01, SWUJMNGSHUD, 0.002141,
M4.3,2017-01-31,v2.01, SXSFEQFKN, 0.002141,
M4.3,2017-01-31,v2.01, TCNXRSBIUTU, 0.002141,
M4.3,2017-01-31,v2.01, TEVGQYULOGICN, 0.002141,
M4.3,2017-01-31,v2.01, TFFYCKPHONYYY, 0.002141,
M4.3,2017-01-31,v2.01, TJSBAKLVHWNUDN, 0.002141,
M4.3,2017-01-31,v2.01, TKFPNRTQATCH, 0.002141,
M4.3,2017-01-31,v2.01, TKJTHJEGI, 0.002141,
M4.3,2017-01-31,v2.01, TLDXWUPWZLCLZBY, 0.002141,
M4.3,2017-01-31,v2.01, TOJ, 0.002141,
M4.3,2017-01-31,v2.01, TPZNMEACON, 0.002141,
M4.3,2017-01-31,v2.01, TRU, 0.002141,
M4.3,2017-01-31,v2.01, UAPQZXRYFYNC, 0.002141,
M4.3,2017-01-31,v2.01, UTELGAZ, 0.002141,
M4.3,2017-01-31,v2.01, UWQGKZEEZZOBUWJ, 0.002141,
M4.3,2017-01-31,v2.01, UWTTNUAT, 0.002141,
M4.3,2017-01-31,v2.01, UXRYAHJQ, 0.002141,
M4.3,2017-01-31,v2.01, VAIOJHOJPUUA, 0.002141,
M4.3,2017-01-31,v2.01, VJKYTPW, 0.002141,
M4.3,2017-01-31,v2.01, VMTNBYNHJLALMM, 0.002141,
M4.3,2017-01-31,v2.01, VOYGWSUW, 0.002141,
M4.3,2017-01-31,v2.01, VRSQUDSDC, 0.002141,
M4.3,2017-01-31,v2.01, VXBNSXK, 0.002141,
M4.3,2017-01-31,v2.01, WBMXIQSRFWLFGL, 0.002141,
M4.3,2017-01-31,v2.01, WBUTVEXZQA, 0.002141,
M4.3,2017-01-31,v2.01, WDKYMETZMWPOD, 0.002141,
M4.3,2017-01-31,v2.01, WGALSZLYMFHGNM, 0.002141,
M4.3,2017-01-31,v2.01, WLEITSIVKWR, 0.002141,
M4.3,2017-01-31,v2.01, WNQQTAGGI, 0.002141,
M4.3,2017-01-31,v2.01, WNSEMDMW, 0.002141,
M4.3,2017-01-31,v2.01, WQOVZIKJOSR, 0.002141,
M4.3,2017-01-31,v2.01, WRTTAUXA, 0.002141,
M4.3,2017-01-31,v2.01, WWGLYGP, 0.002141,
M4.3,2017-01-31,v2.01, WYJDZKFHHJYQR, 0.002141,
M4.3,2017-01-31,v2.01, XATCQFLRZ, 0.002141,
M4.3,2017-01-31,v2.01, XOWNOCCFBJFSLQK, 0.002141,
M4.3,2017-01-31,v2.01, XVXISNUAKQMGP, 0.002141,
M4.3,2017-01-31,v2.01, XWMOGFLNFBNBU, 0.002141,
M4.3,2017-01-31,v2.01, YCJTUXAANR, 0.002141,
M4.3,2017-01-31,v2.01, YDTEFBRUXW, 0.002141,
M4.3,2017-01-31,v2.01, YFGFXNTBLWIH, 0.002141,
M4.3,2017-01-31,v2.01, YJBSTSJXLBIPMK, 0.002141,
M4.3,2017-01-31,v2.01, YNUFHZR, 0.002141,
M4.3,2017-01-31,v2.01, YPGTQFMXQOPUUE, 0.002141,
M4.3,2017-01-31,v2.01, YVETKQNGASYXZM, 0.002141,
M4.3,2017-01-31,v2.01, ZFOGNGAGUQ, 0.002141,
M4.3,2017-01-31,v2.01, ZIKCRFIP, 0.002141,
M4.3,2017-01-31,v2.01, ZJEFLPQJBXDQEW, 0.002141,
M4.3,2017-01-31,v2.01, ZJWQVKGSQBWQ, 0.002141,
M4.3,2017-01-31,v2.01, ZNPZSVF, 0.002141,
M4.3,2017-01-31,v2.01, ZRJYXWHL, 0.002141,
M4.3,2017-01-31,v2.01, ZUJMXKNYUDUBXEA, 0.002141,
M4.3,2017-01-31,v2.01, ZUXNVWIUT, 0.002141,
M4.3,2017-01-31,v2.01, ZYGAASPEO, 0.002141,
M4.3,2017-01-31,v2.01, _TCP, 0.002141,
M4.4,2017-01-31,v2.01, , 0.000000,
M4.5,2017-01-31,v2.01, , 0.655473,
M6.DNS.01.1,2017-01-31,v2.01, , 0.333333,
M6.DNS.01.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.01.3,2017-01-31,v2.01, 1, 65659,
M6.DNS.01.3,2017-01-31,v2.01, 3, 16,
M6.DNS.02.1,2017-01-31,v2.01, , 0.116279,
M6.DNS.02.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.02.3,2017-01-31,v2.01, 1, 22184,
M6.DNS.02.3,2017-01-31,v2.01, 2, 22262,
M6.DNS.02.3,2017-01-31,v2.01, 6, 2675,
M6.DNS.02.3,2017-01-31,v2.01, 16, 8,
M6.DNS.02.3,2017-01-31,v2.01, 28, 6919,
M6.DNS.02.3,2017-01-31,v2.01, 41, 3741,
M6.DNS.02.3,2017-01-31,v2.01, 43, 1343,
M6.DNS.02.3,2017-01-31,v2.01, 46, 6728,
M6.DNS.02.3,2017-01-31,v2.01, 47, 3539,
M6.DNS.02.3,2017-01-31,v2.01, 48, 17,
M6.DNS.03.1,2017-01-31,v2.01, , 0.400000,
M6.DNS.03.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.03.3,2017-01-31,v2.01, 0, 9775,
M6.DNS.03.3,2017-01-31,v2.01, 5, 2,
M6.DNS.04.1,2017-01-31,v2.01, , 0.238095,
M6.DNS.04.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.04.3,2017-01-31,v2.01, 0, 7037,
M6.DNS.04.3,2017-01-31,v2.01, 1, 2,
M6.DNS.04.3,2017-01-31,v2.01, 2, 2,
M6.DNS.04.3,2017-01-31,v2.01, 3, 2735,
M6.DNS.04.3,2017-01-31,v2.01, 5, 1,
M6.DNS.05.1,2017-01-31,v2.01, , 0.000000,
M6.DNS.05.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.06.1,2017-01-31,v2.01, , 0.000000,
M6.DNS.06.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.07.1,2017-01-31,v2.01, , 0.500000,
M6.DNS.07.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.07.3,2017-01-31,v2.01, 0, 18051,
M6.DNS.07.3,2017-01-31,v2.01, 192, 53049,
M6.DNS.08.1,2017-01-31,v2.01, , 0.133333,
M6.DNS.08.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.08.3,2017-01-31,v2.01, 8, 10,
M6.DNS.08.3,2017-01-31,v2.01, 10, 13,
M6.DNS.09.1,2017-01-31,v2.01, , 0.500000,
M6.DNS.09.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.09.3,2017-01-31,v2.01, 4, 270,
M6.DNS.09.3,2017-01-31,v2.01, 5, 165,
M6.DNS.09.3,2017-01-31,v2.01, 6, 3083,
M6.DNS.10.1,2017-01-31,v2.01, , 1.000000,
M6.DNS.10.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.10.3,2017-01-31,v2.01, 0, 6767,
M6.DNS.11.1,2017-01-31,v2.01, , 1.000000,
M6.DNS.11.2,2017-01-31,v2.01, , 0.000000,
M6.DNS.11.3,2017-01-31,v2.01, 0, 7483,
M6.DNS.12.1,2017-01-31,v2.01, , 0.000000,
M6.DNS.12.2,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.1.1,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.1.2,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.2.1,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.2.2,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.3.1,2017-01-31,v2.01, , 0.235294,
M6.DNSSEC.3.2,2017-01-31,v2.01, , 0.000000,
M6.DNSSEC.3.3,2017-01-31,v2.01, 5, 26,
M6.DNSSEC.3.3,2017-01-31,v2.01, 7, 92,
M6.DNSSEC.3.3,2017-01-31,v2.01, 8, 7968,
M6.DNSSEC.3.3,2017-01-31,v2.01, 10, 2,
M6.DANE.1.1,2017-01-31,v2.01, , 0.000000,
M6.DANE.1.2,2017-01-31,v2.01, , 0.000000,
M6.DANE.2.1,2017-01-31,v2.01, , 0.000000,
M6.DANE.2.2,2017-01-31,v2.01, , 0.000000,
M6.DANE.3.1,2017-01-31,v2.01, , 0.000000,
M6.DANE.3.2,2017-01-31,v2.01, , 0.000000,
M7.1,2017-01-31,v2.01, , 0.905256,
M7.2,2017-01-31,v2.01, , 0.502024,
M8.1,2017-01-31,v2.01, , 0.559763,
M8.2.1,2017-01-31,v2.01, , 0.703980,
M8.2.2,2017-01-31,v2.01, 8, 0.006748,
M8.2.2,2017-01-31,v2.01, 10, 0.001350,
M8.3,2017-01-31,v2.01, , 0.655473,
M8.4,2017-01-31,v2.01, , 0.146766,
